company,name-origin,ref,review,cacao,location,rating,bean,bean-origin,porcentaje,pur,res
Rogue,Piura,565,2010,75%,U.S.A.,3.75, ,Peru,75.0,INTERMEDIO,Rogue&INTERMEDIO&3.75&U.S.A.
Rogue,Rio Caribe,327,2009,70%,U.S.A.,3.5,Trinitario,Venezuela,70.0,INTERMEDIO,Rogue&INTERMEDIO&3.5&U.S.A.
Rogue,"Hispaniola, 2008",213,2008,70%,U.S.A.,2.75, ,Dominican Republic,70.0,INTERMEDIO,Rogue&INTERMEDIO&2.75&U.S.A.
Rogue,Jamaica,213,2008,70%,U.S.A.,2.75,Trinitario,Jamaica,70.0,INTERMEDIO,Rogue&INTERMEDIO&2.75&U.S.A.
Rogue,"Sambirano, 2008",213,2008,70%,U.S.A.,2.75,Trinitario,Madagascar,70.0,INTERMEDIO,Rogue&INTERMEDIO&2.75&U.S.A.
Rogue,Trinidad,213,2008,70%,U.S.A.,3.0,Trinitario,Trinidad,70.0,INTERMEDIO,Rogue&INTERMEDIO&3.0&U.S.A.
Rozsavolgyi,Sur del Lago,809,2012,84%,Hungary,2.5, ,Venezuela,84.0,ALTO,Rozsavolgyi&ALTO&2.5&Hungary
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76%,Hungary,2.25,Trinitario,Venezuela,76.0,INTERMEDIO,Rozsavolgyi&INTERMEDIO&2.25&Hungary
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72%,Hungary,2.5,Trinitario,Madagascar,72.0,INTERMEDIO,Rozsavolgyi&INTERMEDIO&2.5&Hungary
Rozsavolgyi,Carenero Superior,713,2011,73%,Hungary,3.5,Criollo,Venezuela,73.0,INTERMEDIO,Rozsavolgyi&INTERMEDIO&3.5&Hungary
Rozsavolgyi,Porcelana,717,2011,71%,Hungary,2.5, ,Venezuela,71.0,INTERMEDIO,Rozsavolgyi&INTERMEDIO&2.5&Hungary
Rozsavolgyi,"Aragua, Trincheras",717,2011,70%,Hungary,3.5, ,Venezuela,70.0,INTERMEDIO,Rozsavolgyi&INTERMEDIO&3.5&Hungary
Rozsavolgyi,Principe,765,2011,77%,Hungary,2.75,Forastero,Principe,77.0,INTERMEDIO,Rozsavolgyi&INTERMEDIO&2.75&Hungary
S.A.I.D.,Malgascio,607,2010,64%,Italy,3.5,Trinitario,Madagascar,64.0,INTERMEDIO,S.A.I.D.&INTERMEDIO&3.5&Italy
S.A.I.D.,100 percent,615,2010,100%,Italy,1.5, , ,100.0,PURO,S.A.I.D.&PURO&1.5&Italy
S.A.I.D.,Samana,615,2010,70%,Italy,3.0, ,Dominican Republic,70.0,INTERMEDIO,S.A.I.D.&INTERMEDIO&3.0&Italy
S.A.I.D.,Arawak,615,2010,72%,Italy,3.5, ,Carribean,72.0,INTERMEDIO,S.A.I.D.&INTERMEDIO&3.5&Italy
S.A.I.D.,Latino,615,2010,72%,Italy,3.5, , ,72.0,INTERMEDIO,S.A.I.D.&INTERMEDIO&3.5&Italy
Sacred,Midnight,813,2012,83%,U.S.A.,2.75, ,Central and S. America,83.0,ALTO,Sacred&ALTO&2.75&U.S.A.
Sacred,Twilight,813,2012,69%,U.S.A.,3.25, ,Central and S. America,69.0,INTERMEDIO,Sacred&INTERMEDIO&3.25&U.S.A.
Salgado,Bahia Superior,288,2008,70%,Argentina,3.5,Forastero,Brazil,70.0,INTERMEDIO,Salgado&INTERMEDIO&3.5&Argentina
Salgado,Esmeraldas,288,2008,70%,Argentina,3.5,Forastero (Nacional),Ecuador,70.0,INTERMEDIO,Salgado&INTERMEDIO&3.5&Argentina
Salgado,Carenero Superior,288,2008,70%,Argentina,3.5,Trinitario,Venezuela,70.0,INTERMEDIO,Salgado&INTERMEDIO&3.5&Argentina
Salgado,Rio Arriba,292,2008,70%,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador,70.0,INTERMEDIO,Salgado&INTERMEDIO&3.5&Argentina
Santander (Compania Nacional),Colombian 2008,404,2009,75%,Colombia,2.75,Forastero (Nacional),Colombia,75.0,INTERMEDIO,Santander (Compania Nacional)&INTERMEDIO&2.75&Colombia
Santander (Compania Nacional),Colombian w/ nibs,414,2009,70%,Colombia,3.0,Forastero (Nacional),Colombia,70.0,INTERMEDIO,Santander (Compania Nacional)&INTERMEDIO&3.0&Colombia
Santander (Compania Nacional),Colombian Semi Dark,32,2006,53%,Colombia,2.0,Forastero (Nacional),Colombia,53.0,BAJO,Santander (Compania Nacional)&BAJO&2.0&Colombia
Santander (Compania Nacional),Colombian,32,2006,65%,Colombia,3.0,Forastero (Nacional),Colombia,65.0,INTERMEDIO,Santander (Compania Nacional)&INTERMEDIO&3.0&Colombia
Santander (Compania Nacional),Colombian Dark,32,2006,70%,Colombia,4.0,Forastero (Nacional),Colombia,70.0,INTERMEDIO,Santander (Compania Nacional)&INTERMEDIO&4.0&Colombia
Santome,Sao Tome,761,2011,70%,France,2.75,Forastero,Sao Tome,70.0,INTERMEDIO,Santome&INTERMEDIO&2.75&France
Scharffen Berger,San Juan de Cheni,959,2012,78%,U.S.A.,4.0, ,Peru,78.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&4.0&U.S.A.
Scharffen Berger,Markham Valley,781,2011,68%,U.S.A.,3.75, ,Papua New Guinea,68.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.75&U.S.A.
Scharffen Berger,Camahogne,464,2010,68%,U.S.A.,3.5,Trinitario,Grenada,68.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.5&U.S.A.
Scharffen Berger,Amina,464,2010,65%,U.S.A.,3.75,"Trinitario, Criollo",Madagascar,65.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.75&U.S.A.
Scharffen Berger,Tome Acu,336,2009,68%,U.S.A.,3.75, ,Brazil,68.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.75&U.S.A.
Scharffen Berger,Asante,336,2009,65%,U.S.A.,4.0,Forastero,Ghana,65.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&4.0&U.S.A.
Scharffen Berger,Ben Tre,445,2009,72%,U.S.A.,3.75,Trinitario,Vietnam,72.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.75&U.S.A.
Scharffen Berger,Finisterra,227,2008,72%,U.S.A.,3.0,Blend,"Ven., Trinidad, Mad.",72.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.0&U.S.A.
Scharffen Berger,Las Islas,117,2007,72%,U.S.A.,3.0,Blend,Carribean(DR/Jam/Tri),72.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.0&U.S.A.
Scharffen Berger,Nibby,135,2007,62%,U.S.A.,3.0, , ,62.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.0&U.S.A.
Scharffen Berger,Cuyagua,135,2007,75%,U.S.A.,3.75, ,Venezuela,75.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.75&U.S.A.
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75%,U.S.A.,3.0,Blend,Carribean,75.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.0&U.S.A.
Scharffen Berger,Extra Dark,15,2006,82%,U.S.A.,2.0, , ,82.0,ALTO,Scharffen Berger&ALTO&2.0&U.S.A.
Scharffen Berger,Bittersweet,15,2006,70%,U.S.A.,3.5,Blend, ,70.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.5&U.S.A.
Scharffen Berger,Kumasi Sambirano,40,2006,68%,U.S.A.,2.0,Blend,Ghana & Madagascar,68.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&2.0&U.S.A.
Scharffen Berger,Jamaica a l'ancienne,56,2006,70%,U.S.A.,2.0,Trinitario,Jamaica,70.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&2.0&U.S.A.
Scharffen Berger,Semisweet,56,2006,62%,U.S.A.,3.0,Blend, ,62.0,INTERMEDIO,Scharffen Berger&INTERMEDIO&3.0&U.S.A.
Seaforth,Dominican Republic,1658,2015,70%,U.K.,2.75, ,Domincan Republic,70.0,INTERMEDIO,Seaforth&INTERMEDIO&2.75&U.K.
Seaforth,Grenada,1658,2015,70%,U.K.,2.75, ,Grenada,70.0,INTERMEDIO,Seaforth&INTERMEDIO&2.75&U.K.
Shark Mountain,Jamaica,1450,2015,72%,U.S.A.,3.25,Trinitario,Jamaica,72.0,INTERMEDIO,Shark Mountain&INTERMEDIO&3.25&U.S.A.
Shark Mountain,Papua New Guinea,1450,2015,73%,U.S.A.,3.5,Forastero,Papua New Guinea,73.0,INTERMEDIO,Shark Mountain&INTERMEDIO&3.5&U.S.A.
Shark Mountain,Cuyagua,1466,2015,77%,U.S.A.,2.75,Criollo,Venezuela,77.0,INTERMEDIO,Shark Mountain&INTERMEDIO&2.75&U.S.A.
Shark Mountain,ROIG,1466,2015,74%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,74.0,INTERMEDIO,Shark Mountain&INTERMEDIO&3.5&U.S.A.
Shark Mountain,Ecuador,1335,2014,75%,U.S.A.,3.0,Trinitario,Ecuador,75.0,INTERMEDIO,Shark Mountain&INTERMEDIO&3.0&U.S.A.
Shark Mountain,"Belize, 2013",1335,2014,72%,U.S.A.,3.25,"Criollo, Trinitario",Belize,72.0,INTERMEDIO,Shark Mountain&INTERMEDIO&3.25&U.S.A.
Shark's,Hilo,713,2011,73%,U.S.A.,2.0, ,Hawaii,73.0,INTERMEDIO,Shark's&INTERMEDIO&2.0&U.S.A.
Shark's,"Hilo, w/ added cocoa butter",721,2011,73%,U.S.A.,2.5, ,Hawaii,73.0,INTERMEDIO,Shark's&INTERMEDIO&2.5&U.S.A.
Shattel,Tingo Maria,1884,2016,70%,Peru,3.25, ,Peru,70.0,INTERMEDIO,Shattel&INTERMEDIO&3.25&Peru
Shattell,Porcelana,757,2011,75%,Peru,3.5,Criollo,Peru,75.0,INTERMEDIO,Shattell&INTERMEDIO&3.5&Peru
Sibu,Oro,1586,2015,82%,Costa Rica,3.25, ,Costa Rica,82.0,ALTO,Sibu&ALTO&3.25&Costa Rica
Sibu,Oscuro,1586,2015,70%,Costa Rica,3.5, ,Costa Rica,70.0,INTERMEDIO,Sibu&INTERMEDIO&3.5&Costa Rica
Sibu Sura,Peru,911,2012,70%,U.S.A.,2.5, ,Peru,70.0,INTERMEDIO,Sibu Sura&INTERMEDIO&2.5&U.S.A.
Silvio Bessone,Maya Belize,717,2011,67%,Italy,3.0,Criollo,Belize,67.0,INTERMEDIO,Silvio Bessone&INTERMEDIO&3.0&Italy
Silvio Bessone,"Trintade, Sao Tome",725,2011,65%,Italy,3.25,Forastero,Sao Tome,65.0,INTERMEDIO,Silvio Bessone&INTERMEDIO&3.25&Italy
Silvio Bessone,"Bahia, Scavina",729,2011,60%,Italy,3.25,Trinitario,Brazil,60.0,INTERMEDIO,Silvio Bessone&INTERMEDIO&3.25&Italy
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68%,Italy,3.0,"Criollo, Trinitario",Colombia,68.0,INTERMEDIO,Silvio Bessone&INTERMEDIO&3.0&Italy
Sirene,Wild Bolivia,1788,2016,73%,Canada,3.5, ,Bolivia,73.0,INTERMEDIO,Sirene&INTERMEDIO&3.5&Canada
Sirene,Kokoa Kamili Coop,1856,2016,73%,Canada,3.5, ,Tanzania,73.0,INTERMEDIO,Sirene&INTERMEDIO&3.5&Canada
Sirene,"Esmeraldas, Salazar Farm",1860,2016,73%,Canada,3.75, ,Ecuador,73.0,INTERMEDIO,Sirene&INTERMEDIO&3.75&Canada
Sirene,"Somia Plantation, 2012",1502,2015,100%,Canada,3.0,Trinitario,Madagascar,100.0,PURO,Sirene&PURO&3.0&Canada
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100%,Canada,3.0, ,Ecuador,100.0,PURO,Sirene&PURO&3.0&Canada
Sirene,Lachua w/ cane sugar,1614,2015,73%,Canada,3.0, ,Guatemala,73.0,INTERMEDIO,Sirene&INTERMEDIO&3.0&Canada
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73%,Canada,3.25, ,Guatemala,73.0,INTERMEDIO,Sirene&INTERMEDIO&3.25&Canada
Sirene,Pisa,1650,2015,73%,Canada,3.25, ,Haiti,73.0,INTERMEDIO,Sirene&INTERMEDIO&3.25&Canada
Sirene,"Somia Plantation, 2012",1339,2014,67%,Canada,3.75,Trinitario,Madagascar,67.0,INTERMEDIO,Sirene&INTERMEDIO&3.75&Canada
Sirene,"Somia Plantation, 2012",1339,2014,73%,Canada,3.75,Trinitario,Madagascar,73.0,INTERMEDIO,Sirene&INTERMEDIO&3.75&Canada
Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73%,Canada,3.75, ,Ecuador,73.0,INTERMEDIO,Sirene&INTERMEDIO&3.75&Canada
Sjolinds,Ghana,1454,2015,70%,U.S.A.,2.75,Forastero,Ghana,70.0,INTERMEDIO,Sjolinds&INTERMEDIO&2.75&U.S.A.
Sjolinds,Nicaragua,1462,2015,72%,U.S.A.,3.0, ,Nicaragua,72.0,INTERMEDIO,Sjolinds&INTERMEDIO&3.0&U.S.A.
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70%,Australia,3.5, ,Dominican Republic,70.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.5&Australia"
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70%,Australia,3.75,Criollo,Venezuela,70.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.75&Australia"
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70%,Australia,4.0,Criollo,Ecuador,70.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&4.0&Australia"
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70%,Australia,3.75, ,Belize,70.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.75&Australia"
"Smooth Chocolator, The",Tien Giang,1864,2016,70%,Australia,3.0,Trinitario,Vietnam,70.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.0&Australia"
"Smooth Chocolator, The",Australia,1864,2016,67%,Australia,3.75, ,Australia,67.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.75&Australia"
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70%,Australia,3.25, ,Guatemala,70.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.25&Australia"
"Smooth Chocolator, The",Akesson's Estate,1618,2015,65%,Australia,3.25,Trinitario,Madagascar,65.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.25&Australia"
"Smooth Chocolator, The",Akesson's Estate,1622,2015,70%,Australia,3.5,Trinitario,Madagascar,70.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.5&Australia"
"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67%,Australia,3.75, ,Tanzania,67.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.75&Australia"
"Smooth Chocolator, The",San Juan Estate,1622,2015,70%,Australia,3.75,Trinitario,Trinidad,70.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.75&Australia"
"Smooth Chocolator, The",Camino Verde,1622,2015,72%,Australia,4.0, ,Ecuador,72.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&4.0&Australia"
"Smooth Chocolator, The",Bolivia,1626,2015,72%,Australia,2.75, ,Bolivia,72.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&2.75&Australia"
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65%,Australia,3.5, ,Papua New Guinea,65.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.5&Australia"
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67%,Australia,3.0,Forastero (Nacional),Peru,67.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.0&Australia"
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70%,Australia,3.75,Trinitario,Venezuela,70.0,INTERMEDIO,"Smooth Chocolator, The&INTERMEDIO&3.75&Australia"
Snake & Butterfly,Ghana,693,2011,67%,U.S.A.,1.5,Forastero,Ghana,67.0,INTERMEDIO,Snake & Butterfly&INTERMEDIO&1.5&U.S.A.
Snake & Butterfly,Madagascar,502,2010,68%,U.S.A.,3.0,Trinitario,Madagascar,68.0,INTERMEDIO,Snake & Butterfly&INTERMEDIO&3.0&U.S.A.
Snake & Butterfly,Ecuador,502,2010,68%,U.S.A.,3.25, ,Ecuador,68.0,INTERMEDIO,Snake & Butterfly&INTERMEDIO&3.25&U.S.A.
Sol Cacao,"Ecuador, Batch 1",1812,2016,70%,U.S.A.,3.5, ,Ecuador,70.0,INTERMEDIO,Sol Cacao&INTERMEDIO&3.5&U.S.A.
Sol Cacao,Madagascar,1518,2015,72%,U.S.A.,3.0,Trinitario,Madagascar,72.0,INTERMEDIO,Sol Cacao&INTERMEDIO&3.0&U.S.A.
Solkiki,"Maranon, Fortunato No. 4",1840,2016,68%,U.K.,2.75,Forastero (Nacional),Peru,68.0,INTERMEDIO,Solkiki&INTERMEDIO&2.75&U.K.
Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85%,U.K.,2.75, ,Domincan Republic,85.0,ALTO,Solkiki&ALTO&2.75&U.K.
Solomons Gold,Solomon Island,1792,2016,70%,New Zealand,3.25, ,Solomon Islands,70.0,INTERMEDIO,Solomons Gold&INTERMEDIO&3.25&New Zealand
Solomons Gold,Solomon Island w/ nibs,1796,2016,75%,New Zealand,3.25, ,Solomon Islands,75.0,INTERMEDIO,Solomons Gold&INTERMEDIO&3.25&New Zealand
Solstice,Bundibugyo,1335,2014,70%,U.S.A.,3.0,"Forastero, Trinitario",Uganda,70.0,INTERMEDIO,Solstice&INTERMEDIO&3.0&U.S.A.
Solstice,Sambirano,1157,2013,70%,U.S.A.,3.0,Trinitario,Madagascar,70.0,INTERMEDIO,Solstice&INTERMEDIO&3.0&U.S.A.
Solstice,Amazonas,1157,2013,70%,U.S.A.,3.0, ,Venezuela,70.0,INTERMEDIO,Solstice&INTERMEDIO&3.0&U.S.A.
Solstice,Bolivia,1161,2013,70%,U.S.A.,3.25, ,Bolivia,70.0,INTERMEDIO,Solstice&INTERMEDIO&3.25&U.S.A.
Solstice,San Martin,1161,2013,70%,U.S.A.,3.25, ,Peru,70.0,INTERMEDIO,Solstice&INTERMEDIO&3.25&U.S.A.
Solstice,Wasatch,1161,2013,70%,U.S.A.,3.5,Blend, ,70.0,INTERMEDIO,Solstice&INTERMEDIO&3.5&U.S.A.
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62%,Canada,3.5, ,Domincan Republic,62.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70%,Canada,3.5,Trinitario,Madagascar,70.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,"Bahia Black, batch bra50722.1",1828,2016,70%,Canada,3.5,Forastero (Parazinho),Brazil,70.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75%,Canada,3.75, ,"Ven.,Ecu.,Peru,Nic.",75.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70%,Canada,3.75,Trinitario,Nicaragua,70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70%,Canada,4.0,Trinitario,Vietnam,70.0,INTERMEDIO,Soma&INTERMEDIO&4.0&Canada
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70%,Canada,3.25, ,Ecuador,70.0,INTERMEDIO,Soma&INTERMEDIO&3.25&Canada
Soma,CSB Chama,1594,2015,70%,Canada,3.5,Criollo,Venezuela,70.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,Porcelana,1594,2015,75%,Canada,4.0, ,Venezuela,75.0,INTERMEDIO,Soma&INTERMEDIO&4.0&Canada
Soma,"La Tronca, Matagalpa",1227,2014,70%,Canada,3.5, ,Nicaragua,70.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,Maranon Canyon,1259,2014,70%,Canada,3.75,Forastero (Nacional),Peru,70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,La Dalia,1307,2014,70%,Canada,3.25,Trinitario,Nicaragua,70.0,INTERMEDIO,Soma&INTERMEDIO&3.25&Canada
Soma,"Camino Verde P., Balao, Guayas",1307,2014,80%,Canada,3.5,Forastero (Nacional),Ecuador,80.0,ALTO,Soma&ALTO&3.5&Canada
Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70%,Canada,3.75,Forastero (Amelonado),Vanuatu,70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,Little Big Man,1339,2014,70%,Canada,3.25,Blend,Madagascar & Ecuador,70.0,INTERMEDIO,Soma&INTERMEDIO&3.25&Canada
Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77%,Canada,3.75,Trinitario,Dominican Republic,77.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,Java,1030,2013,70%,Canada,3.25,Criollo,Indonesia,70.0,INTERMEDIO,Soma&INTERMEDIO&3.25&Canada
Soma,"Apurimac, El Quinacho Co-op",1073,2013,70%,Canada,2.75,Criollo,Peru,70.0,INTERMEDIO,Soma&INTERMEDIO&2.75&Canada
Soma,"Sangre Grande P., Trinidad",1073,2013,70%,Canada,3.75,Trinitario,Trinidad,70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,Chef's Blend,1077,2013,70%,Canada,3.25, , ,70.0,INTERMEDIO,Soma&INTERMEDIO&3.25&Canada
Soma,Patanemo,1077,2013,70%,Canada,3.75,Criollo,Venezuela,70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,Crazy 88,1077,2013,88%,Canada,4.0, ,"Guat., D.R., Peru, Mad., PNG",88.0,ALTO,Soma&ALTO&4.0&Canada
Soma,"Maracaibo, El Vigia",1077,2013,70%,Canada,4.0,Criollo,Venezuela,70.0,INTERMEDIO,Soma&INTERMEDIO&4.0&Canada
Soma,Equator,1081,2013,67%,Canada,4.0, ,"Peru, Dom. Rep",67.0,INTERMEDIO,Soma&INTERMEDIO&4.0&Canada
Soma,Orinoco,1173,2013,70%,Canada,3.25,Forastero,Venezuela,70.0,INTERMEDIO,Soma&INTERMEDIO&3.25&Canada
Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70%,Canada,4.0,Trinitario,Jamaica,70.0,INTERMEDIO,Soma&INTERMEDIO&4.0&Canada
Soma,Noula Coop,817,2012,70%,Canada,3.25, ,Haiti,70.0,INTERMEDIO,Soma&INTERMEDIO&3.25&Canada
Soma,O'ahu,833,2012,70%,Canada,3.75, ,Hawaii,70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70%,Canada,4.0,Blend,"Dom. Rep., Madagascar",70.0,INTERMEDIO,Soma&INTERMEDIO&4.0&Canada
Soma,"Dancing in Your Head, 5 bean blend",867,2012,70%,Canada,4.0,Blend,"Gre., PNG, Haw., Haiti, Mad",70.0,INTERMEDIO,Soma&INTERMEDIO&4.0&Canada
Soma,Cahabon Region,951,2012,70%,Canada,3.5,Trinitario,Guatemala,70.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,Carenero Superior,951,2012,70%,Canada,3.75,Trinitario,Venezuela,70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,Eastern Promises,967,2012,70%,Canada,3.5,Blend,"Mad., Java, PNG",70.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,Papua New Guinea,983,2012,85%,Canada,3.5,Trinitario,Papua New Guinea,85.0,ALTO,Soma&ALTO&3.5&Canada
Soma,"Grenada, Black Science",676,2011,70%,Canada,2.75,Trinitario,Grenada,70.0,INTERMEDIO,Soma&INTERMEDIO&2.75&Canada
Soma,"Alto Beni, Wild Bolivian",676,2011,70%,Canada,3.5,Nacional,Bolivia,70.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,Peruvian,676,2011,64%,Canada,4.0, ,Peru,64.0,INTERMEDIO,Soma&INTERMEDIO&4.0&Canada
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70%,Canada,4.0,,"Ven, Bolivia, D.R.",70.0,INTERMEDIO,Soma&INTERMEDIO&4.0&Canada
Soma,"Elvesia P., Black Science",682,2011,70%,Canada,3.75,Forastero,Dominican Republic,70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,Chuao,688,2011,70%,Canada,3.5,Criollo,Venezuela,70.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,Black Science Blend 1,607,2010,70%,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru",70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,Hispaniola,377,2009,70%,Canada,3.0,Forastero,Dominican Republic,70.0,INTERMEDIO,Soma&INTERMEDIO&3.0&Canada
Soma,Africa,377,2009,70%,Canada,3.5,Forastero,Ghana,70.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,Conacado,387,2009,70%,Canada,3.0,Trinitario,Dominican Republic,70.0,INTERMEDIO,Soma&INTERMEDIO&3.0&Canada
Soma,Papua New Guinea,387,2009,70%,Canada,3.5,Trinitario,Papua New Guinea,70.0,INTERMEDIO,Soma&INTERMEDIO&3.5&Canada
Soma,Madagascar,387,2009,70%,Canada,3.75,Criollo,Madagascar,70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Soma,Ocumare,387,2009,70%,Canada,3.75,Criollo,Venezuela,70.0,INTERMEDIO,Soma&INTERMEDIO&3.75&Canada
Somerville,Nicaragua,1367,2014,70%,U.S.A.,3.25, ,Nicaragua,70.0,INTERMEDIO,Somerville&INTERMEDIO&3.25&U.S.A.
Somerville,"Hawaiian, Big Island",1395,2014,70%,U.S.A.,3.5, ,Hawaii,70.0,INTERMEDIO,Somerville&INTERMEDIO&3.5&U.S.A.
Soul,Dominican Republic,1932,2017,70%,Canada,3.25, ,Dominican Republic,70.0,INTERMEDIO,Soul&INTERMEDIO&3.25&Canada
Soul,Madagascar,1936,2017,70%,Canada,3.5, ,Madagascar,70.0,INTERMEDIO,Soul&INTERMEDIO&3.5&Canada
Soul,Venezuela,1936,2017,75%,Canada,3.5, ,Venezuela,75.0,INTERMEDIO,Soul&INTERMEDIO&3.5&Canada
Soul,Ecuador,1936,2017,75%,Canada,3.25, ,Ecuador,75.0,INTERMEDIO,Soul&INTERMEDIO&3.25&Canada
Soul,Papua New Guinea,1936,2017,77%,Canada,3.25, ,Papua New Guinea,77.0,INTERMEDIO,Soul&INTERMEDIO&3.25&Canada
Soul,Tanzania,1940,2017,80%,Canada,3.5, ,Tanzania,80.0,ALTO,Soul&ALTO&3.5&Canada
Spagnvola,AgroCriso Plantation,793,2012,70%,U.S.A.,3.0, ,Dominican Republic,70.0,INTERMEDIO,Spagnvola&INTERMEDIO&3.0&U.S.A.
Spagnvola,AgroCriso Plantation,793,2012,80%,U.S.A.,3.0, ,Dominican Republic,80.0,ALTO,Spagnvola&ALTO&3.0&U.S.A.
Spagnvola,AgroCriso Plantation,793,2012,75%,U.S.A.,3.25, ,Dominican Republic,75.0,INTERMEDIO,Spagnvola&INTERMEDIO&3.25&U.S.A.
